ID,Measure,Subject,Category,SubCategory,HebSubject,HebCategory,HebSubCategory,Year
SC22Q11,Learning Hindrance - Heterogeneous classes,School Climate,Learning Hindrance , Heterogeneous classes,אקלים בית הספר,,,2012
SC22Q12,Learning Hindrance - Diverse ethnic backgrounds,School Climate,Learning Hindrance , Diverse ethnic backgrounds,אקלים בית הספר,,,2012
SC22Q13,Learning Hindrance - Teachers low expectations,School Climate,Learning Hindrance , Teachers low expectations,אקלים בית הספר,,,2012
SC22Q14,Learning Hindrance - Students needs not met,School Climate,Learning Hindrance , Students needs not met,אקלים בית הספר,,,2012
SC22Q15,Learning Hindrance - Teacher absenteeism,School Climate,Learning Hindrance , Teacher absenteeism,אקלים בית הספר,,,2012
SC22Q16,Learning Hindrance - Staff resisting change,School Climate,Learning Hindrance , Staff resisting change,אקלים בית הספר,,,2012
SC22Q17,Learning Hindrance - Teachers too strict,School Climate,Learning Hindrance , Teachers too strict,אקלים בית הספר,,,2012
SC22Q18,Learning Hindrance - Teachers being late,School Climate,Learning Hindrance , Teachers being late,אקלים בית הספר,,,2012
SC22Q19,Learning Hindrance - Teachers being unprepared,School Climate,Learning Hindrance , Teachers being unprepared,אקלים בית הספר,,,2012
SC23Q01,Students leaving without certificate,School Climate,Learning Hindrance ,Students leaving without certificate,אקלים בית הספר,,,2012
SC24Q01,Parental achievement pressure,School Climate,Parent Participation ,Parental achievement pressure,אקלים בית הספר,,,2012
SC25Q01,Parent Participation - Behaviour discussion parent initiative,School Climate,Parent Participation , Behaviour discussion parent initiative,אקלים בית הספר,השתתפות הורים,,2012
SC25Q02,Parent Participation - Behaviour discussion teacher initiative,School Climate,Parent Participation , Behaviour discussion teacher initiative,אקלים בית הספר,השתתפות הורים,,2012
SC25Q03,Parent Participation - Progress discussion parent initiative,School Climate,Parent Participation , Progress discussion parent initiative,אקלים בית הספר,השתתפות הורים,,2012
SC25Q04,Parent Participation - Progress discussion teacher initiative,School Climate,Parent Participation , Progress discussion teacher initiative,אקלים בית הספר,השתתפות הורים,,2012
SC25Q05,Parent Participation - Assistance building and grounds,School Climate,Parent Participation , Assistance building and grounds,אקלים בית הספר,השתתפות הורים,,2012
SC25Q06,Parent Participation - Extra-curricular volunteering,School Climate,Parent Participation ,Extra-curricular volunteering,אקלים בית הספר,השתתפות הורים,,2012
SC25Q07,Parent Participation - Library volunteering,School Climate,Parent Participation , Library volunteering,אקלים בית הספר,השתתפות הורים,,2012
SC25Q08,Parent Participation - Teacher assistance,School Climate,Parent Participation , Teacher assistance,אקלים בית הספר,השתתפות הורים,,2012
SC25Q09,Parent Participation - Guest speaking,School Climate,Parent Participation , Guest speaking,אקלים בית הספר,השתתפות הורים,,2012
SC25Q10,Parent Participation - School government,School Climate,Parent Participation , School government,אקלים בית הספר,השתתפות הורים,,2012
SC25Q11,Parent Participation - Fundraising,School Climate,Parent Participation , Fundraising,אקלים בית הספר,השתתפות הורים,,2012
SC25Q12,Parent Pariticpation - <Canteen>,School Climate,Parent Pariticpation , <Canteen>,אקלים בית הספר,השתתפות הורים,,2012
SC26Q01,Teacher morale - High Morale,School Climate,Teacher morale , High Morale,אקלים בית הספר,,,2012
SC26Q02,Teacher morale - Enthusiasm,School Climate,Teacher morale , Enthusiasm,אקלים בית הספר,,,2012
SC26Q03,Teacher morale - Pride,School Climate,Teacher morale , Pride,אקלים בית הספר,,,2012
SC26Q04,Teacher morale - Value achievement,School Climate,Teacher morale , Value achievement,אקלים בית הספר,,,2012
SC27Q01,Teacher intentions - Trying new methods,School Climate,Teacher intentions , Trying new methods,אקלים בית הספר,,,2012
SC27Q02,Teacher intentions - Stay with well-known methods,School Climate,Teacher intentions ,Stay with well-known methods,אקלים בית הספר,,,2012
SC28Q01,Teacher intentions - Maximise achievement,School Climate,Teacher intentions , Maximise achievement,אקלים בית הספר,,,2012
SC28Q02,Teacher intentions - Adapt standards,School Climate,Teacher intentions , Adapt standards,אקלים בית הספר,,,2012
SC29Q01,Teacher intentions - Social development,School Climate,Teacher intentions , Social development,אקלים בית הספר,,,2012
SC29Q02,Teacher intentions - Development of maths skills,School Climate,Teacher intentions , Development of maths skills,אקלים בית הספר,,,2012
SC30Q01,Teacher Monitoring - Student Achievement tests,School Climate,Teacher Monitoring , Student Achievement tests,אקלים בית הספר,,,2012
SC30Q02,Teacher Monitoring - Teacher peer review,School Climate,Teacher Monitoring , Teacher peer review,אקלים בית הספר,,,2012
SC30Q03,Teacher Monitoring - Principal or senior staff,School Climate,Teacher Monitoring , Principal or senior staff,אקלים בית הספר,,,2012
SC30Q04,Teacher Monitoring - External observers,School Climate,Teacher Monitoring , External observers,אקלים בית הספר,,,2012
SC31Q01,Teacher Appraisal - Salary change,School Climate,Teacher Appraisal , Salary change,אקלים בית הספר,,,2012
SC31Q02,Teacher Appraisal - Financial bonus,School Climate,Teacher Appraisal , Financial bonus,אקלים בית הספר,,,2012
SC31Q03,Teacher Appraisal - Professional development,School Climate,Teacher Appraisal , Professional development,אקלים בית הספר,,,2012
SC31Q04,Teacher Appraisal - Career advancement,School Climate,Teacher Appraisal , Career advancement,אקלים בית הספר,,,2012
SC31Q05,Teacher Appraisal - Public recognition,School Climate,Teacher Appraisal , Public recognition,אקלים בית הספר,,,2012
SC31Q06,Teacher Appraisal - Work responsibilities,School Climate,Teacher Appraisal , Work responsibilities,אקלים בית הספר,,,2012
SC31Q07,Teacher Appraisal - School development,School Climate,Teacher Appraisal , School development,אקלים בית הספר,,,2012
SC32Q01,Admission - Academic record,School Policies and Practices,Admission , Academic record,מדיניות בית הספר,קבלת תלמידים,ההישגים הלימודיים שהיו לתלמיד בעבר (כולל מבחני מיון),2012
SC32Q03,Admission - Feeder schools,School Policies and Practices,Admission , Feeder schools,מדיניות בית הספר,קבלת תלמידים,המלצות מבתי ספר קודמים,2012
SC32Q04,Admission - Parents endorsement,School Policies and Practices,Admission , Parents endorsement,מדיניות בית הספר,קבלת תלמידים,תמיכת ההורים בגישה החינוכית או הדתית של בית הספר,2012
SC32Q05,Admission - Special Programme,School Policies and Practices,Admission , Special Programme,מדיניות בית הספר,קבלת תלמידים,האם התלמיד זקוק לתכנית מיוחדת או מעוניין במגמה מיוחד,2012
SC32Q06,Admission - Family members,School Policies and Practices,Admission , Family members,מדיניות בית הספר,קבלת תלמידים,העדפה הניתנת לבני משפחה של תלמידים בהווה ושל תלמידים לשעבר,2012
SC32Q07,Admission - Residence,School Policies and Practices,Admission , Residence,מדיניות בית הספר,קבלת תלמידים,,2012
SC32Q08,Admission - Other,School Policies and Practices,Admission , Other,מדיניות בית הספר,קבלת תלמידים,גורם אחר,2012
SC33Q01A,Responsibility - Hiring teachers - Principals,Responsibility,Hiring teachers , Principals,מדיניות בית הספר,קבלת מורים,המנהלים,2012
SC33Q01B,Responsibility - Hiring teachers - Teachers,Responsibility,Hiring teachers , Teachers,מדיניות בית הספר,קבלת מורים,המורים,2012
SC33Q01C,Responsibility - Hiring teachers - <School governing board>,Responsibility,Hiring teachers , <School governing board>,מדיניות בית הספר,קבלת מורים,הנהגת הורים,2012
SC33Q01D,Responsibility - Hiring teachers - <Regional or local education authority>,Responsibility,Hiring teachers , <Regional or local education authority>,מדיניות בית הספר,קבלת מורים,רשת חינוך מקומית,2012
SC33Q01E,Responsibility - Hiring teachers - National education authority,Responsibility,Hiring teachers , National education authority,מדיניות בית הספר,קבלת מורים,משרד החינוך,2012
SC33Q02A,Responsibility - Firing teachers - Principals,Responsibility,Firing teachers , Principals,מדיניות בית הספר,פיטורי מורים,המנהלים,2012
SC33Q02B,Responsibility - Firing teachers - Teachers,Responsibility,Firing teachers , Teachers,מדיניות בית הספר,פיטורי מורים,המורים,2012
SC33Q02C,Responsibility - Firing teachers - <School governing board>,Responsibility,Firing teachers , <School governing board>,מדיניות בית הספר,פיטורי מורים,הנהגת הורים,2012
SC33Q02D,Responsibility - Firing teachers - <Regional or local education authority>,Responsibility,Firing teachers , <Regional or local education authority>,מדיניות בית הספר,פיטורי מורים,רשת חינוך מקומית,2012
SC33Q02E,Responsibility - Firing teachers - National education authority,Responsibility,Firing teachers , National education authority,מדיניות בית הספר,פיטורי מורים,משרד החינוך,2012
SC33Q03A,Responsibility - Teacher start salaries - Principals,Responsibility,Teacher start salaries , Principals,מדיניות בית הספר,שכר התחלתי למורים,המנהלים,2012
SC33Q03B,Responsibility - Teacher start salaries - Teachers,Responsibility,Teacher start salaries , Teachers,מדיניות בית הספר,שכר התחלתי למורים,המורים,2012
SC33Q03C,Responsibility - Teacher start salaries - <School governing board>,Responsibility,Teacher start salaries , <School governing board>,מדיניות בית הספר,שכר התחלתי למורים,הנהגת הורים,2012
SC33Q03D,Responsibility - Teacher start salaries - <Regional or local education authority>,Responsibility,Teacher start salaries , <Regional or local education authority>,מדיניות בית הספר,שכר התחלתי למורים,רשת חינוך מקומית,2012
SC33Q03E,Responsibility - Teacher start salaries - National education authority,Responsibility,Teacher start salaries , National education authority,מדיניות בית הספר,שכר התחלתי למורים,משרד החינוך,2012
SC33Q04A,Responsibility - Salary increase - Principals,Responsibility,Salary increase , Principals,מדיניות בית הספר,העלאות שכר,המנהלים,2012
SC33Q04B,Responsibility - Salary increase - Teachers,Responsibility,Salary increase , Teachers,מדיניות בית הספר,העלאות שכר,המורים,2012
SC33Q04C,Responsibility - Salary increase - <School governing board>,Responsibility,Salary increase , <School governing board>,מדיניות בית הספר,העלאות שכר,הנהגת הורים,2012
SC33Q04D,Responsibility - Salary increase - <Regional or local education authority>,Responsibility,Salary increase , <Regional or local education authority>,מדיניות בית הספר,העלאות שכר,רשת חינוך מקומית,2012
SC33Q04E,Responsibility - Salary increase - National education authority,Responsibility,Salary increase , National education authority,מדיניות בית הספר,העלאות שכר,משרד החינוך,2012
SC33Q05A,Responsibility - Budget formulation - Principals,Responsibility,Budget formulation , Principals,מדיניות בית הספר,תקציב בית הספר,המנהלים,2012
SC33Q05B,Responsibility - Budget formulation - Teachers,Responsibility,Budget formulation , Teachers,מדיניות בית הספר,תקציב בית הספר,המורים,2012
SC33Q05C,Responsibility - Budget formulation - <School governing board>,Responsibility,Budget formulation , <School governing board>,מדיניות בית הספר,תקציב בית הספר,הנהגת הורים,2012
